"";"X";"contributeurs";"isanon";"status_contrib";"total_rev_count";"registration_year"
"1959";7774;"Mr.MagooandMcBarker";0;"inscrit";NA;NA
"1960";7856;"SethIlys";0;"inscrit";1;2004
"1961";7870;"SH111";0;"inscrit";NA;NA
"1962";7894;"DavidEppstein";0;"inscrit";NA;NA
"1963";7895;"MaxSem";0;"admin";15502;2005
"1964";7896;"74.122.79.254";1;"anonyme";6;2007
"1965";7897;"Edward";0;"admin";89459;2004
"1966";7898;"Mwtoews";0;"inscrit";22543;2005
"1967";7903;"Hongooi";0;"inscrit";6974;2005
"1968";7905;"132.227.66.37";1;"anonyme";2;2008
"1969";7907;"Gesslein";0;"inscrit";2870;2005
"1970";7908;"SF007";0;"inscrit";15077;2007
"1971";7909;"122.106.173.173";1;"anonyme";164;2009
"1972";7912;"Masgatotkaca";0;"inscrit";476;2007
"1973";7914;"ReadyHeavyRain";0;"inscrit";136;2009
"1974";7915;"Throwawayhack";0;"inscrit";287;2005
"1975";7916;"122.54.153.185";1;"anonyme";3;2010
"1976";7919;"174.53.163.119";1;"anonyme";3856;2011
"1977";7930;"2kyou";0;"inscrit";19;2007
"1978";7933;"JosephSolisinAustralia";0;"inscrit";NA;NA
"1979";7940;"MrsKrishan";0;"inscrit";1912;2007
"1980";7949;"MikeRosoft";0;"inscrit";0;2006
"1981";7953;"AnotherBeliever";0;"inscrit";NA;NA
"1982";7955;"DerekRBullamore";0;"inscrit";NA;NA
"1983";7968;"Barryob";0;"inscrit";10252;2005
"1984";7981;"page";0;"page";NA;NA
"1985";7984;"AbhijeetSafai";0;"inscrit";NA;NA
"1986";8152;"Vivekpatilmumbai";0;"inscrit";NA;NA
"1987";8211;"SamuelWiki";0;"inscrit";NA;NA
"1988";8248;"Andrewcox1";0;"inscrit";51;2006
"1989";8252;"FritzSaalfeld";0;"inscrit";NA;NA
"1990";8261;"87.9.202.245";1;"anonyme";1;2007
"1991";8263;"87.2.42.162";1;"anonyme";1;2007
"1992";8264;"88.196.20.46";1;"anonyme";1;2007
"1993";8265;"83.189.56.246";1;"anonyme";2;2007
"1994";8273;"Nacholokura";0;"inscrit";NA;NA
"1995";8295;"Ingumsky";0;"inscrit";307;2007
"1996";8315;"76.65.44.61";1;"anonyme";7;2008
"1997";8336;"190.44.148.106";1;"anonyme";2;2009
"1998";8337;"86.153.222.5";1;"anonyme";7;2009
"1999";8338;"Mistersparky";0;"inscrit";NA;NA
"2000";8346;"78.237.64.11";1;"anonyme";34;2009
"2001";8350;"60.240.221.192";1;"anonyme";26;2009
"2002";8354;"79.114.34.136";1;"anonyme";4;2010
"2003";8366;"LachlanFoley";0;"inscrit";NA;NA
"2004";8400;"Deadnurse";0;"inscrit";6;2009
"2005";8417;"Blythwood";0;"inscrit";30693;2013
"2006";8437;"Zemiguel";0;"inscrit";NA;NA
"2007";8438;"DV82XL";0;"inscrit";NA;NA
"2008";8442;"Rama'sArrow";0;"inscrit";NA;NA
"2009";8484;"Parthme";0;"inscrit";NA;NA
"2010";8494;"GroundZero";0;"inscrit";66;2005
"2011";8540;"65.202.26.176";1;"anonyme";162;2006
"2012";8556;"Harryboyles";0;"admin";39233;2006
"2013";8566;"217.194.34.103";1;"anonyme";818;2006
"2014";8568;"Anuragbhd";0;"inscrit";NA;NA
"2015";8621;"Great.constantine1";0;"inscrit";59;2007
"2016";8622;"JoeSchmedley";0;"inscrit";NA;NA
"2017";8646;"121.241.80.97";1;"anonyme";29;2011
"2018";8650;"ReedyBot";0;"inscrit";NA;NA
"2019";8700;"AgniKalpa";0;"inscrit";1208;2011
"2020";8701;"117.254.135.117";1;"anonyme";1;2012
"2021";8764;"TheBannerTurbo";0;"inscrit";NA;NA
"2022";8778;"BendertheBot";0;"inscrit";NA;NA
"2023";8818;"67.11.204.4";1;"anonyme";5;2009
"2024";8837;"BillyHathorn";0;"inscrit";NA;NA
"2025";8859;"ParsleyMan";0;"inscrit";NA;NA
"2026";8917;"Jodosma";0;"inscrit";48513;2013
"2027";8939;"JimmyPeters";0;"inscrit";NA;NA
"2028";8954;"86.72.15.140";1;"anonyme";7;2011
"2029";8957;"W";0;"inscrit";0;2015
"2030";9002;"86.149.148.121";1;"anonyme";13;2007
"2031";9074;"149.254.180.84";1;"anonyme";11;2010
"2032";9077;"24.186.54.234";1;"anonyme";1958;2013
"2033";9120;"94.56.164.75";1;"anonyme";18;2015
"2034";9160;"49.35.10.136";1;"anonyme";3;2017
"2035";9161;"DavidEdgar";0;"inscrit";NA;NA
"2036";9164;"Agapetosangel";0;"inscrit";NA;NA
"2037";9170;"DariusDhlomo";0;"inscrit";NA;NA
"2038";9171;"TheRamblingMan";0;"inscrit";NA;NA
"2039";9215;"JohnVandenberg";0;"inscrit";NA;NA
"2040";9263;"NamelessUser";0;"inscrit";NA;NA
"2041";9277;"TheSprintOfOurLife";0;"inscrit";NA;NA
"2042";9289;"Leonard^Bloom";0;"admin";18567;2007
"2043";9317;"JeremyBolwell";0;"inscrit";NA;NA
